Unnamed: 0;ID;ENLACE;USUARIO;@;FECHA;RETWEETS;FAVORITO;MENCIONA;HASHTAGS;GEO;TEXTO;TRADUCCIÓN;POLARIDAD;SUBJETIVIDAD
2295;1,07E+18;https://twitter.com/vininicos/status/1065314382425595907;vininicos;anniecanizares;2018-11-21 18:41:56+00:00;1;0;;#FIAVL2018 #loja #loja;;Decir que el #FIAVL2018 sea itinerante. Sería como pedir que el Festival de Viña del Mar un año se lo realice en Santiago, al siguiente en Puerto Montt, Valdivia, etc. El Festival de Artes Vivas nació el #loja y en #loja se queda. Por algo es la capital cultural del Ecuador..;Say that # FIAVL2018 is itinerant. ;0.0;0.0
2296;1,07E+18;https://twitter.com/Cultura_Zonal7/status/1065305789206802432;Cultura_Zonal7;;2018-11-21 18:07:47+00:00;5;7;@FestivalDeLoja @Cultura_Ec @maomorenolara @RaPerezTorresEc;#FIAVL2018 #ElArteViveEnLoja;;En las calles de Loja, cientos de niños y artistas viven con intensidad el @FestivalDeLoja . #FIAVL2018 #ElArteViveEnLoja @Cultura_Ec @maomorenolara @RaPerezTorresEc.;In the streets of Loja, hundreds of children and artists live with intensity @FestivalDeLoja. ;0.13636363636363635;0.5
2297;1,07E+18;https://twitter.com/luciannanabell/status/1065300272694665216;luciannanabell;;2018-11-21 17:45:51+00:00;0;0;;#FIAVL2018;;Reconociendo acciones positivas #FIAVL2018 .;Recognizing positive actions # FIAVL2018.;0.22727272727272727;0.5454545454545454
2298;1,07E+18;https://twitter.com/dohnkan/status/1065290926782857216;dohnkan;;2018-11-21 17:08:43+00:00;1;0;;#FIAVL2018 #Loja;;Postales del desfile de comparsas y batucada #FIAVL2018 #Loja.;Postcards of the parade of comparsas and batucada # FIAVL2018 #Loja.;-0.25;0.23333333333333334
2299;1,07E+18;https://twitter.com/patop12/status/1065284459463884802;patop12;CamaradaEduardo;2018-11-21 16:43:01+00:00;0.0;1.0;;#mundo #Loja #Benjam #FIAVL2018;;"""El último rincón del #mundo pero con un gran potencial cultural, la tierra más bella de la existencia en el planeta"". Sí, eso es #Loja. Tan acertadas las palabras de #BenjamínCarrión, hoy más que nunca. #FIAVL2018 .";"""The last corner of the #world but with great cultural potential, the most beautiful land in existence on the planet."" ";0.375;0.5694444444444444
2300;1,07E+18;https://twitter.com/jaisraal/status/1065283987235586049;jaisraal;anniecanizares;2018-11-21 16:41:09+00:00;0.0;0.0;;#FIAVL2018;;Es evidente que esta persona fuera de que al parecer ni conoce Loja, sus ideas son políticas y de centralismo. Preocupa que tienen los medios para difundir esas ideas sin sentido y separar a nuestra Patria más de lo que está en la actualidad. #FIAVL2018 es de y en Loja.;It is clear that this person was apparently not aware of Loja, his ideas are political and centralism. ;-0.008333333333333326;0.24444444444444444
2301;1,07E+18;https://twitter.com/ClaudioEguigurn/status/1065267684638625792;ClaudioEguigurn;;2018-11-21 15:36:22+00:00;2.0;3.0;;#FIAVL2018 #Loja #OrgulloLojano #ViveLasArtesVivas #FestivalOff #LojaEsM #LojaEsCultura;;" Loja está disfrutando del desarrollo de las Artes Vivas; de lo que has visto hasta ahora ¿Cuál es tu lugar favorito? Coméntanos y comparte #FIAVL2018 #Loja #OrgulloLojano #ViveLasArtesVivas #FestivalOff #LojaEsMúsica #LojaEsCultura.";"Loja is enjoying the development of the Living Arts; ";0.5;0.6
2302;1,07E+18;https://twitter.com/Cultura_Ec/status/1065266317916286976;Cultura_Ec;;2018-11-21 15:30:56+00:00;4.0;2.0;@maomorenolara;#FIAVL2018 #ElArteViveEnLoja;;.@maomorenolara detalla que Loja tiene las condiciones para mantener el Festival. #FIAVL2018 #ElArteViveEnLoja.;. @ maomorenolara details that Loja has the conditions to maintain the Festival. ;0.0;0.0
2303;1,07E+18;https://twitter.com/Cultura_Ec/status/1065266315420737536;Cultura_Ec;;2018-11-21 15:30:55+00:00;10.0;4.0;@maomorenolara @RaPerezTorresEc;#FIAVL2018 #ElArteViveEnLoja;;El coordinador Zonal 7 del Ministerio de Cultura y Patrimonio, @maomorenolara, ratifica las palabras del Ministro @RaPerezTorresEc quien señaló que el Festival es de Loja y se está trabajando para el 2019. #FIAVL2018 #ElArteViveEnLoja.;The Zonal Coordinator 7 of the Ministry of Culture and Heritage, @maomorenolara, ratifies the words of the Minister @RaPerezTorresEc who said that the Festival is from Loja and is working for 2019. # FIAVL2018 #ElArteViveEnLoja.;0.0;0.0
2304;1,07E+18;https://twitter.com/Cultura_Ec/status/1065264057165508610;Cultura_Ec;;2018-11-21 15:21:57+00:00;10.0;6.0;@eleduja;#FIAVL2018 #ElArteViveEnLoja;;"Gobernador @eleduja: ""La sede del festival es y será Loja. Hay una ciudad que quiere compartir la experiencia y con gusto lo haremos."" #FIAVL2018 #ElArteViveEnLoja.";"Governor @eleduja: ""The venue of the festival is and will be Loja. There is a city that wants to share the experience and we will gladly do it."" ";0.35;0.55
2305;1,07E+18;https://twitter.com/Cultura_Ec/status/1065263069503389698;Cultura_Ec;;2018-11-21 15:18:02+00:00;18.0;14.0;@eleduja;#FIAVL2018 #ElArteViveEnLoja;;Gobernador de Loja, @eleduja, ratifica el impacto positivo que ha tenido el #FIAVL2018 tanto en su componente In como en su componente OFF. #ElArteViveEnLoja.;Governor of Loja, @eleduja, confirms the positive impact that # FIAVL2018 has had on both its In component and its OFF component. ;0.22727272727272727;0.5454545454545454
2306;1,07E+18;https://twitter.com/Cultura_Zonal7/status/1065262626391957506;Cultura_Zonal7;;2018-11-21 15:16:16+00:00;1.0;1.0;@Cultura_Zonal7;#FIAVL2018 #ElArteViveEnLoja;;La Alcaldesa de Loja, el Gobernador de la Provincia y Mao Moreno coordinador de @Cultura_Zonal7 se realiza la rueda de prensa en la cual se hace una primera evaluación del #FIAVL2018. #ElArteViveEnLoja.;The Mayor of Loja, the Governor of the Province and Mao Moreno coordinator of @ Cultura_Zonal7 held the press conference in which a first evaluation of # FIAVL2018 is made. ;0.25;0.3333333333333333
2307;1,07E+18;https://twitter.com/Cultura_Ec/status/1065261923221024768;Cultura_Ec;;2018-11-21 15:13:28+00:00;10.0;4.0;;#FIAVL2018 #ElArteViveEnLoja;;Alcaldesa de Loja, Piedad Pineda, señala que no se han presentado inconvenientes mayores y hay gran satisfacción por el #FIAVL2018. #ElArteViveEnLoja.;Mayor of Loja, Piedad Pineda, points out that there have been no major problems and there is great satisfaction for # FIAVL2018. ;0.384375;0.625
2308;1,07E+18;https://twitter.com/Cultura_Ec/status/1065261622653001728;Cultura_Ec;;2018-11-21 15:12:17+00:00;11.0;6.0;@Cultura_Zonal7;#FIAVL2018 #ElArteViveEnLoja;;En este momento se realiza una rueda de prensa junto a la Alcaldesa de Loja, el Gobernador de la Provincia y @Cultura_Zonal7 para hacer una primera evaluación del #FIAVL2018. #ElArteViveEnLoja.;At this time a press conference is held with the Mayor of Loja, the Governor of the Province and @ Cultura_Zonal7 to make a first evaluation of # FIAVL2018. ;0.25;0.3333333333333333
2309;1,07E+18;https://twitter.com/Cultura_Ec/status/1065259183929548800;Cultura_Ec;;2018-11-21 15:02:35+00:00;15.0;4.0;@FestivalDeLoja;#ElArteViveEnLoja #FIAVL2018;;Durante los días del @FestivalDeLoja la ciudad entera vive con intensidad en sus calles, plazas y teatros el arte y la cultura. #ElArteViveEnLoja #FIAVL2018 .;During the days of @FestivalDeLoja the entire city lives with intensity in its streets, squares and theaters art and culture. ;0.0;0.625
2310;1,07E+18;https://twitter.com/aguilar_marii/status/1065259110126493696;aguilar_marii;;2018-11-21 15:02:18+00:00;2.0;4.0;@primereporte;#FIAVL2018 #SomosPrimerReporte;;Estudiantes del APC visitan espacios del #FIAVL2018 @primereporte #SomosPrimerReporte.;APC students visit spaces of # FIAVL2018 @primereporte #SomosPrimerReporte.;0.0;0.0
2311;1,07E+18;https://twitter.com/Cultura_Ec/status/1065257572238848001;Cultura_Ec;;2018-11-21 14:56:11+00:00;15.0;12.0;;#ElArteViveEnLoja #FIAVL2018;;Los ciudadanos de Loja saben que #ElArteViveEnLoja y por esta razón la ciudad es sede del festival de artes escénicas más importante del país. #FIAVL2018 .;The citizens of Loja know that #ElArteViveEnLoja and for this reason the city is home to the most important performing arts festival in the country. ;0.45;0.75
2312;1,07E+18;https://twitter.com/dariofierrof/status/1065256666558603264;dariofierrof;;2018-11-21 14:52:35+00:00;0.0;0.0;;#fiavl2018 #artesvivas #artesvivasloja #festivalinternacionaldelasartesvivas #loja #ecuador;;"Expo ... #fiavl2018 #artesvivas #artesvivasloja #festivalinternacionaldelasartesvivas #loja #ecuador en Loja, Ecuador https://www.instagram.com/p/BqckfqNgdFD/?utm_source=ig_twitter_share&amp;igshid=1ulctj3z04xpo.";Expo ... # fiavl2018 #artesvivas #artesvivasloja #festivalinternacionaldelasartesvivas #loja #ecuador in Loja, Ecuador https://www.instagram.com/p/BqckfqNgdFD/?utm_source=ig_twitter_share&igshid=1ulctj3z04xpo.;0.0;0.0
2313;1,07E+18;https://twitter.com/Cultura_Zonal7/status/1065255504920920064;Cultura_Zonal7;;2018-11-21 14:47:58+00:00;4.0;3.0;@TeatroBenjaminC @Cultura_Ec @maomorenolara @RaPerezTorresEc @FestivalDeLoja;#FIAVL2018 #ElArteViveEnLoja;;"Está noche en el @TeatroBenjaminC, a las 20:30 se estrena ""Mucho ruido por nada"" de Teatro la Plaza desde Perú. @Cultura_Ec @maomorenolara @RaPerezTorresEc @FestivalDeLoja #FIAVL2018 #ElArteViveEnLoja.";"Tonight at the @TeatroBenjaminC, at 20:30 ""A lot of noise for nothing"" opens at Teatro la Plaza from Peru. ";0.0;0.0
2314;1,07E+18;https://twitter.com/ale_rockas/status/1065255420745400320;ale_rockas;;2018-11-21 14:47:38+00:00;0.0;0.0;;#FIAVL2018;;Quiero estar en Loja #FIAVL2018.;I want to be in Loja # FIAVL2018.;0.0;0.0
2315;1,07E+18;https://twitter.com/GoberLoja/status/1065255387195158529;GoberLoja;;2018-11-21 14:47:30+00:00;79.0;64.0;;#ElArteViveEnLoja #FIAVL2018;;#ElArteViveEnLoja | Más de 250 artistas en escena, nueve países unidos por el arte, 13 obras internacionales y 20 nacionales, 2 obras nacionales inéditas y 1 obra en gran formato. ¡El #FIAVL2018 cuenta con una programación de lujo! ¡No te la pierdas, del 15 al 25 de noviembre! .;#ElArteViveEnLoja More than 250 artists on stage, nine countries united by art, 13 international and 20 national works, 2 unpublished national works and 1 large-format work. ;0.25;0.25
2316;1,07E+18;https://twitter.com/CronicaLoja/status/1065255008948621312;CronicaLoja;;2018-11-21 14:46:00+00:00;5.0;5.0;@FestivalDeLoja;#Fiavl2018 #Fiavl #LojaDefiendeElFestival;;En plazas y calles, diferentes expresiones de arte y cultura en el @FestivalDeLoja #Fiavl2018 #Fiavl #LojaDefiendeElFestival.;In squares and streets, different expressions of art and culture in the @FestivalDeLoja # Fiavl2018 #Fiavl #LojaDefiendeElFestival.;0.0;0.6
2317;1,07E+18;https://twitter.com/Cultura_Ec/status/1065253964566925312;Cultura_Ec;;2018-11-21 14:41:51+00:00;23.0;27.0;@RaPerezTorresEc;#FIAVL2018 #ElArteViveEnLoja;;VIDEO El Ministro @RaPerezTorresEc ratificó, durante la inauguración del #FIAVL2018, que este encuentro cuenta ya con financiamiento para el 2019 y que su sede será Loja. #ElArteViveEnLoja.;VIDEO The Minister @RaPerezTorresEc ratified, during the inauguration of # FIAVL2018, that this meeting already has financing for 2019 and that its headquarters will be Loja. ;0.0;0.0
2318;1,07E+18;https://twitter.com/FestivalDeLoja/status/1065252153923682304;FestivalDeLoja;;2018-11-21 14:34:39+00:00;4.0;7.0;@Cultura_Ec;#FIAVL2018 #ElArteViveEnLoja;;"Ayer: el maestro Kléver Viera trajo a memoria al ""Fákir"", el poeta César Dávila Andrade, en el estreno de ""Espacio, me has vencido""; Teatro Arawa, debutó e Loja con su obra ""Celeste""... Lee más del sexto día del #FIAVL2018: https://goo.gl/FwdNoU #ElArteViveEnLoja @Cultura_Ec.";"Yesterday: Master Kléver Viera brought to memory the ""Fákir"", the poet César Dávila Andrade, at the premiere of ""Space, you beat me""; ";0.0;0.0
2319;1,07E+18;https://twitter.com/FestivalDeLoja/status/1065251122452021248;FestivalDeLoja;;2018-11-21 14:30:33+00:00;2.0;1.0;;#FIAVL2018;;No olvides asistir a Las Rondas de Negocios que se realizan esta semana. Estos espacios propician un encuentro e interacción entre artistas escénicos del Ecuador y programadores de festivales de artes escénicas de América Latina. Conoce más: https://goo.gl/rt9r3m #FIAVL2018 .;Do not forget to attend the Business Rounds that are held this week. ;0.0;0.0
2320;1,07E+18;https://twitter.com/FestivalDeLoja/status/1065248441796829184;FestivalDeLoja;;2018-11-21 14:19:54+00:00;3.0;1.0;@Cultura_Ec;#FIAVL2018 #ViveLasArtesVivas #ElArteViveenLoja;;No te pierdas lo que el #FIAVL2018 tiene preparado para ti. Revisa la programación del día siete y #ViveLasArtesVivas. Conoce más sobre cada obra y grupo que se presenta en: https://goo.gl/357bc7 @Cultura_Ec #ElArteViveenLoja.;Do not miss what # FIAVL2018 has prepared for you. ;0.0;0.0
2321;1,07E+18;https://twitter.com/JuniorRosillo/status/1065247912123338753;JuniorRosillo;;2018-11-21 14:17:48+00:00;1.0;0.0;@festivaloffloja @estosucedeloja;#Loja #FIAVL2018 #ElArteViveEnLoja;;Lojanos disfrutaron de un programa de música electrónica, en el Túnel de los Ahorcados. La actividad se cumplió la noche del martes 20 de noviembre, como parte del @festivaloffloja y Artes Vivas. @estosucedeloja #Loja #FIAVL2018 #ElArteViveEnLoja.;Lojano enjoyed an electronic music program, in the Hangman's Tunnel. ;0.5;0.7
2322;1,07E+18;https://twitter.com/ComuSocialUNL/status/1065244790722387968;ComuSocialUNL;;2018-11-21 14:05:24+00:00;0.0;0.0;;#FIAVL2018 #comunicacionsocialUNL;;"En el mirador del pedestal se efectúo la obra de teatro ""Rodando a saco circo"" #FIAVL2018 #comunicacionsocialUNL.";"In the viewpoint of the pedestal the play ""Rolling a circus sack"" # FIAVL2018 #comunicacionsocialUNL.";0.0;0.0
2323;1,07E+18;https://twitter.com/JuniorRosillo/status/1065229068675747840;JuniorRosillo;;2018-11-21 13:02:55+00:00;1.0;0.0;;#Loja #LojaEnFotograf #C #FestivalOff #FIAVL2018 #ElArteViveEnLoja;;Buenos días #Loja Una excelente jornada, compartimos una postal del Templo Santo Domingo, ubicado en la Plaza del mismo nombre. Calles Bolívar y Rocafuerte. #LojaEnFotografías #CámaraAlPaso #FestivalOff #FIAVL2018 #ElArteViveEnLoja https://twitter.com/JuniorRosillo/status/1065228850068684801/photo/1.;Good morning #Loja An excellent day, we share a postcard of the Santo Domingo Temple, located in the Plaza of the same name. ;0.5666666666666667;0.5750000000000001
2324;1,07E+18;https://twitter.com/mcarrera776/status/1065226325588348928;mcarrera776;;2018-11-21 12:52:01+00:00;1.0;0.0;;#LojaViveElArte #FIAVL2018;;#LojaViveElArte #FIAVL2018 .;#LojaViveElArte # FIAVL2018.;0.0;0.0
2325;1,07E+18;https://twitter.com/ale_maldo94/status/1065222731636068354;ale_maldo94;anniecanizares;2018-11-21 12:37:44+00:00;1.0;0.0;;#Loja #FIAVL2018;;Todo da para que el festival siga en #Loja incluso la estructura de la ciudad, puedes caminar unas cuantas cuadras y estar cerca de todas las obras que se realizan, es realmente mágico pasar de una obra dramática a una que te haga reír, la magia realmente se la vive #FIAVL2018.;Everything gives so that the festival continues in #Loja even the structure of the city, you can walk a few blocks and be close to all the works that are done, it is really magical to move from a dramatic play to one that makes you laugh, magic ;0.13333333333333336;0.56
2326;1,07E+18;https://twitter.com/activeadventour/status/1065222724749066240;activeadventour;;2018-11-21 12:37:43+00:00;7.0;2.0;;#Gtma #uideLoja #Loja #FIAVL2018 #turismo;;Loja Cultural #Gtma #uideLoja #Loja #FIAVL2018 #turismo.;Cultural Loja #Gtma #uideLoja #Loja # FIAVL2018 #tourism.;0.1;0.1
2327;1,07E+18;https://twitter.com/Cultura_Zonal7/status/1065221942750445569;Cultura_Zonal7;;2018-11-21 12:34:36+00:00;6.0;5.0;@Cultura_Ec @RaPerezTorresEc @maomorenolara @GoberLoja;#FIAVL2018 #ElArteViveEnLoja;;"En el Centro cultural municipal ""Alfredo Mora Reyes"", se presentó la obra inédita del #FIAVL2018, “Espacio, me has vencido, del maestro Klever Viera. #ElArteViveEnLoja @Cultura_Ec @RaPerezTorresEc @maomorenolara @GoberLoja.";"In the Municipal Cultural Center ""Alfredo Mora Reyes"", the unpublished work of # FIAVL2018, ""Space, you have defeated me, by Master Klever Viera."" ";0.0;0.1
2328;1,07E+18;https://twitter.com/mavareinoso/status/1065209736818233345;mavareinoso;avalej3;2018-11-21 11:46:06+00:00;0.0;0.0;;#FIAVL2018;;Póngale 0. Que NOO, que se queda en Loja! #FIAVL2018.;Put 0. No, stay in Loja! ;0.0;0.0
2329;1,07E+18;https://twitter.com/CronicaLoja/status/1065190210626093056;CronicaLoja;;2018-11-21 10:28:31+00:00;1.0;7.0;;#Mimos #Karkocha #Bandie #PlazaSanSebasti #Fiavl2018 #Fiavl #LojaDefiendeElFestival;;Lojanos y turistas disfrutaron del show de los #Mimos #Karkocha #Bandie en la #PlazaSanSebastián #Fiavl2018 #Fiavl #LojaDefiendeElFestival.;Lojano and tourists enjoyed the #Mimos #Karkocha #Bandie show at #SanSebastian Square # Fiavl2018 #Fiavl #LojaDefiendeElFestival.;0.5;0.7
2330;1,07E+18;https://twitter.com/ComuSocialUNL/status/1065189508981886976;ComuSocialUNL;;2018-11-21 10:25:43+00:00;0.0;0.0;;#FIAVL2018 #comunicacionsocialUNL #ElArteViveEnLoja;;Programación de hoy miércoles 21 de Noviembre del #FIAVL2018 #comunicacionsocialUNL #ElArteViveEnLoja .;Programming today Wednesday November 21 of # FIAVL2018 #comunicacionsocialUNL #ElArteViveEnLoja.;0.0;0.0
2331;1,07E+18;https://twitter.com/ChaskiDigital/status/1065155168910622721;ChaskiDigital;;2018-11-21 08:09:16+00:00;0.0;0.0;;#FIAVL2018;;"""#FIAVL2018 | Funcionarios del Ministerio de Cultura y Patrimonio dicen que la cifra de este año se repetirá para 2019, con nuevas modalidades en la contratación. Sigue los detalles aquí►http://bit.ly/FestivalArtesVivasLoj4 "".";"""# FIAVL2018 Officials of the Ministry of Culture and Heritage say that this year's figure will be repeated for 2019, with new modalities in hiring. Follow the details here ►http: //bit.ly/FestivalArtesVivasLoj4"".";0.13636363636363635;0.45454545454545453
2332;1,07E+18;https://twitter.com/PaolaCabezasC/status/1065114539673481217;PaolaCabezasC;;2018-11-21 05:27:49+00:00;13.0;23.0;@EducacionAN;#AgendaLegislativaEc #CentrosEducativosFFAA #FIAVL2018 #FelizMi;;¡Hola amigos! Comparto #AgendaLegislativaEc de la Comisión de @EducacionAN Sesión 040 #CentrosEducativosFFAA Sesión 041 #FIAVL2018 #FelizMiércoles .;Hello friends! ;0.0;0.0
2333;1,07E+18;https://twitter.com/radioluzyvidaec/status/1065109599894806534;radioluzyvidaec;;2018-11-21 05:08:12+00:00;1.0;3.0;@ximealito;#FestivalDeArtesVivas #FIAVL2018 #FestivalOFF;;La esencia del #FestivalDeArtesVivas 2018 se vive en calles de Loja, esta tercera edición ha movido a toda una ciudad a demostrar porque Loja es denominada capital musical y cultural del Ecuador. #FIAVL2018 #FestivalOFF Disfrute de imágenes de arte y cultura. Vía: @ximealito.;The essence of #FestivalDeArtesVivas 2018 is lived in the streets of Loja, this third edition has moved an entire city to demonstrate why Loja is called the musical and cultural capital of Ecuador. ;0.025;0.18125
2334;1,07E+18;https://twitter.com/ximealito/status/1065108398998519808;ximealito;anniecanizares;2018-11-21 05:03:25+00:00;0.0;3.0;;#FIAVL2018;;"Bajo su lógica, ¿ud a quién le hace propaganda política? Ud le esta dando la razón al expdte. Correa que la prensa ""independiente"" informa o critica con odio, pq lo implementó RC deben moverlo a otra ciudad, lo mejor q hizo el gobierno anterior a Loja es darle el #FIAVL2018.";Under your logic, who do you do political propaganda for? ;-0.05;0.1
2335;1,07E+18;https://twitter.com/ConectadosLoja/status/1065103091513663489;ConectadosLoja;;2018-11-21 04:42:20+00:00;2.0;7.0;;#FIAVL2018 #LojaDefiendeElFestival #Loja #MiMejorMomentoFIAVL2018;;"¡VIVE LA EXPERIENCIA #FIAVL2018 ! #LojaDefiendeElFestival #Loja | Comparte tus mejores momentos durante los días del Festival Internacional de Artes Vivas Loja y gana fabulosos premios. Hashtag &gt; #MiMejorMomentoFIAVL2018 .";LIVE THE EXPERIENCE # FIAVL2018! ;0.17045454545454544;0.5
2336;1,07E+18;https://twitter.com/ComuSocialUNL/status/1065099090671935488;ComuSocialUNL;;2018-11-21 04:26:26+00:00;0.0;0.0;;#Loja #Ecuador #FIAVL2018;;Festival Internacional de Artes Vivas Loja 2018, da apertura al emprendimiento local y nacional con la Feria de Artesanías, ubicada en la plaza del parque central hasta el 22 de noviembre. !Ven y apoya a nuestros emprendedores! #Loja #Ecuador #FIAVL2018 .;International Festival of Live Arts Loja 2018, opens the local and national entrepreneurship with the Crafts Fair, located in the central park square until November 22. ;0.16727272727272727;0.32999999999999996
2337;1,07E+18;https://twitter.com/Madelcis_1995/status/1065094479378620417;Madelcis_1995;;2018-11-21 04:08:07+00:00;0.0;3.0;;#FIAVL2018 #NuevaFotoDePerfil;;#FIAVL2018 #NuevaFotoDePerfil.;# FIAVL2018 #NewPhotoProfile.;0.0;0.0
2338;1,07E+18;https://twitter.com/ComuSocialUNL/status/1065091449891491840;ComuSocialUNL;;2018-11-21 03:56:04+00:00;4.0;10.0;@UNLoficial;#Unl #comunicacionsocialUNL #Loja #Ecuador #FIAVL2018;;"En el circuito cultural, Carreras de Psicología Infantil y Educación Inicial de la #Unl con su proyecto ""Teatro para niños"" buscan potencializar habilidades y capacidades cognitivas de los niños. #comunicacionsocialUNL @UNLoficial #Loja #Ecuador #FIAVL2018 .";"In the cultural circuit, Careers of Child Psychology and Initial Education of the #Unl with its project ""Theater for children"" seek to potentiate children's cognitive abilities and abilities. ";0.05;0.05
2339;1,07E+18;https://twitter.com/ConectadosLoja/status/1065090207538704385;ConectadosLoja;anniecanizares;2018-11-21 03:51:08+00:00;5.0;27.0;@anniecanizares;#FIAVL2018 #Loja;;No compartimos sus expresiones señora @anniecanizares y si nos oponemos porque el #FIAVL2018 es de #Loja y debe mantenerse en Loja..;We do not share your expressions Mrs. @anniecanizares and if we oppose because the # FIAVL2018 is from #Loja and must be kept in Loja ..;0.0;0.0
2340;1,07E+18;https://twitter.com/ComuSocialUNL/status/1065087238004973568;ComuSocialUNL;;2018-11-21 03:39:20+00:00;2.0;3.0;@nacionaldeloja;#FIAVL2018 #ElArteViveEnLoja #ArtesVivas #Comunicaci #Artes #Turismo;;El Mago Rumbaut realizó dos presentaciones en el Festival Internacional de Artes Vivas. @nacionaldeloja #FIAVL2018 #ElArteViveEnLoja #ArtesVivas #ComunicaciónSocial #Artes #Turismo.;The Rumbaut Magician made two presentations at the International Festival of Living Arts. ;0.0;0.0
2341;1,07E+18;https://twitter.com/DLoja/status/1065084528962793472;DLoja;;2018-11-21 03:28:34+00:00;12.0;19.0;;#FIAVL2018 #LojaDefiendeElFestival;;El #FIAVL2018 fomenta la cultura, las artes y reafirma q Loja es la capital cultural del país. El Festival no solo nos pertenece por derecho, sino por historia, x lo q hemos logrado y lo q podemos lograr d la mano d las expresiones artísticas y culturales. #LojaDefiendeElFestival.;The # FIAVL2018 promotes culture, arts and reaffirms that Loja is the cultural capital of the country. ;0.1;0.1
2342;1,07E+18;https://twitter.com/nopiedra/status/1065073693087404033;nopiedra;anniecanizares;2018-11-21 02:45:31+00:00;2.0;12.0;;#FIAVL2018;;Su propuesta les hace propaganda a los políticos. Pensar en el pais es reconocer el valor de cada sitio, y a Loja las artes y el conocimiento la definen. #FIAVL2018.;His proposal makes propaganda to politicians. ;-0.1;0.1
2343;1,07E+18;https://twitter.com/cristachoinfo/status/1065071071127314432;cristachoinfo;;2018-11-21 02:35:06+00:00;1.0;0.0;;#FIAVL2018 #Loja #VivaLoja;;A propósito del #FIAVL2018 en #Loja les comparto un temita que está bueno. Cómo dice uno de sus autores, un video sencillo pero lleno de cariño. https://www.facebook.com/100007628085758/posts/2259824850948429/ #VivaLoja.;About # FIAVL2018 in #Loja I share a temita that is good. ;0.7;0.6000000000000001
2344;1,07E+18;https://twitter.com/MercadoGIRART/status/1065069362984439808;MercadoGIRART;;2018-11-21 02:28:18+00:00;0.0;0.0;;#FIAVL2018;;#FIAVL2018 Marcelo Castillo, director de Girart, fue invitado a participar de las rondas de negocios entre programadores / hacedores de las artes escénicas de Ecuador y a presentar el Mercado Girart 2019 y la... https://www.facebook.com/girartpuertalmundo/posts/2317578118260676.;# FIAVL2018 Marcelo Castillo, director of Girart, was invited to participate in business rounds between Ecuadorian performing arts programmers / makers and to present the 2019 Girart Market and the ... https://www.facebook.com/girartpuertalmundo ;0.0;0.0
2345;1,07E+18;https://twitter.com/jhunior_cuenca/status/1065067393775534080;jhunior_cuenca;;2018-11-21 02:20:29+00:00;0.0;2.0;;#FIAVL2018;;#FIAVL2018 El arte se vive en Loja... BENDICIONES ABUNDANTES .;# FIAVL2018 Art is lived in Loja ... ABUNDANT BLESSINGS.;0.6;0.95
2346;1,07E+18;https://twitter.com/FestivalDeLoja/status/1065054912919285760;FestivalDeLoja;;2018-11-21 01:30:53+00:00;3.0;6.0;;#FIAVL2018 #ElArteViveenLoja;;Finaliza la obra “Celeste”. El público rió y reflexionó en esta obra de Teatro Arawa. #FIAVL2018 #ElArteViveenLoja.;"The work ""Celeste"" ends. ";0.0;0.0
2347;1,07E+18;https://twitter.com/Cultura_Ec/status/1065054732815933440;Cultura_Ec;;2018-11-21 01:30:10+00:00;7.0;7.0;;#FIAVL2018 #ElArteViveEnLoja;;Raúl Secaira entregó una estatuilla conmemorativa a los integrantes del grupo japonés Drumspeak y agradeció el intercambio cultural que compartieron con Loja esta noche. #FIAVL2018 #ElArteViveEnLoja.;Raúl Secaira delivered a commemorative statuette to members of the Japanese group Drumspeak and thanked the cultural exchange they shared with Loja tonight. ;0.05;0.05
2348;1,07E+18;https://twitter.com/joseamusic/status/1065054627425595395;joseamusic;;2018-11-21 01:29:45+00:00;0.0;0.0;@lemontriploja;#ActualidadCultural #concierto #FIAVL2018;;"Este jueves 22, desde las 23h00 empieza ""Charango looping"". Un show de temas inéditos y covers desde otra perspectiva y acompañamiento digital. Con un charango de @condeguitars . Pilas! Entrada: 3dls @lemontriploja #ActualidadCultural #concierto #FIAVL2018 .";"This Thursday 22, from 23h00 begins ""Charango looping"". ";0.0;0.0
2349;1,07E+18;https://twitter.com/FestivalDeLoja/status/1065053498100862976;FestivalDeLoja;;2018-11-21 01:25:16+00:00;5.0;9.0;@RaulSecaira @Cultura_Ec;#FIAVL2018 #ElArteVivenLoja;;. @RaulSecaira, representante de @Cultura_Ec, entrega la estatuilla de reconocimiento a Los Angeles Taiko Ensemble por su participación en el #FIAVL2018 #ElArteVivenLoja.;. ;0.0;0.0
2350;1,07E+18;https://twitter.com/FestivalDeLoja/status/1065052058829631489;FestivalDeLoja;;2018-11-21 01:19:33+00:00;6.0;6.0;;#FIAVL2018 #ElArteViveenLoja;;Los Angeles Taiko Ensemble interpreta el último tema del concierto “Drumspeak” con el cual llegaron a Loja para difundir los sonidos japoneses. #FIAVL2018 #ElArteViveenLoja.;Los Angeles Taiko Ensemble interprets the last theme of the “Drumspeak” concert with which they arrived in Loja to spread the Japanese sounds. ;0.0;0.03333333333333333
