ID;,ENLACE PERMANENTE;,NOMBRE USUARIO;,@;,FECHA;,RETWEETS;,FAVORITO;,MENCIONA;,HASHTAGS;,GEO;,POLARIDAD;,SUBJETIVIDAD;,TEXTO 
1193900822956036096;,https://twitter.com/ArtezblaiTeatro/status/1193900822956036096;,ArtezblaiTeatro;,None;,2019-11-11 14:38:32+00:00;,0;,2;,@FestivalDeLoja;,;,;,0.0;,0.0;,b'Eleven international and sixteen Ecuadorian companies make up the FIAVL 2019 program @FestivalDeLoja'
1193681876994658306;,https://twitter.com/gustavo_oso/status/1193681876994658306;,gustavo_oso;,None;,2019-11-11 00:08:31+00:00;,0;,0;,@festivaloffloja;,#Ecuador #TBT #RememberTime #ArteCallejero;,;,0.1;,0.1;,"b'5 days after starting the biggest cultural festival of #Ecuador I found this photo with my brothers Marcelo, Gerardo and Mohamed, during the FIAVL of 2018. #TBT #RememberTime #ArteStreetjero @ festivaloffloja ... https: //www.instagram. '"
1193307277677211654;,https://twitter.com/lahoraecuador/status/1193307277677211654;,lahoraecuador;,None;,2019-11-09 23:20:00+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'Tickets for the shows in the Fiavl room are already on sale.'
1193187488162074625;,https://twitter.com/radioboqueron/status/1193187488162074625;,radioboqueron;,None;,2019-11-09 15:24:00+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'Tickets for the shows of the fourth Fiavl are already on sale Details here https://radioboqueronfm.com/las-entradas-para-los-espectaculos-del-cuarto-fiavl-ya-estan-a-la-venta/'
1192843501337227264;,https://twitter.com/festivaloffloja/status/1192843501337227264;,festivaloffloja;,None;,2019-11-08 16:37:07+00:00;,0;,2;,;,#Fiavl2019 #OffLoja2019;,;,0.0;,0.0;,b'# Fiavl2019 | '
1192808818364887040;,https://twitter.com/REYSODANCE/status/1192808818364887040;,REYSODANCE;,None;,2019-11-08 14:19:18+00:00;,2;,0;,@REYSODANCE @Cultura_Ec @Cultura_Zonal7 @IFAICec;,#reysodance #artesvivas #loja #arte #cultura #tribaldancers #ritmos #pasion #baile #fiavl;,;,0.0;,0.0;,b'We wait for you in this event that opens the doors to the International Festival of Living Arts of Loja #reysodance #artesvivas #loja #art #culture #tribaldancers #ritmos #pasion #baile #fiavl @REYSODANCE @Cultura_Ec @ Cultura_Zonal7 @IFAICec'
1192630173658763266;,https://twitter.com/jani_rojas24/status/1192630173658763266;,jani_rojas24;,None;,2019-11-08 02:29:26+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'Me with the FIAVL 2019'
1192620341950058497;,https://twitter.com/festivaloffloja/status/1192620341950058497;,festivaloffloja;,None;,2019-11-08 01:50:21+00:00;,0;,0;,;,#F #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# FactoryOff | '
1192440246073544708;,https://twitter.com/plustv25/status/1192440246073544708;,plustv25;,None;,2019-11-07 13:54:43+00:00;,2;,4;,@festivaloffloja;,#Loja #Fiavl #OffLoja2019 #LojaParaElMundo;,;,0.0;,0.0;,"b'Theater, dance, music. '"
1192283849256062976;,https://twitter.com/ximealito/status/1192283849256062976;,ximealito;,sur_loja;,2019-11-07 03:33:15+00:00;,2;,2;,;,#FIAVL #Loja;,;,0.0;,0.0;,"b'Come and enjoy the IV edition of #FIAVL, an event that lives and breathes art and culture in #Loja for 10 days in a row.'"
1192277275640844288;,https://twitter.com/MunicipioDeLoja/status/1192277275640844288;,MunicipioDeLoja;,None;,2019-11-07 03:07:08+00:00;,8;,23;,@festivaloffloja;,#FIAVL #Loja #LojaParaTodos #LojaParaElMundo;,;,0.0;,0.0;,b'9 days left for #FIAVL! '
1192075010485243904;,https://twitter.com/REYSODANCE/status/1192075010485243904;,REYSODANCE;,None;,2019-11-06 13:43:24+00:00;,1;,0;,@REYSODANCE @Cultura_Ec @Cultura_Zonal7 @IFAICec;,#reysodance #artesvivas #loja #arte #cultura #tribaldancers #ritmos #pasion #baile #fiavl;,;,0.0;,0.0;,b'We wait for you in this event that opens the doors to the International Festival of Living Arts of Loja #reysodance #artesvivas #loja #art #culture #tribaldancers #ritmos #pasion #baile #fiavl @REYSODANCE @Cultura_Ec @ Cultura_Zonal7 @IFAICec'
1192074446871416832;,https://twitter.com/REYSODANCE/status/1192074446871416832;,REYSODANCE;,None;,2019-11-06 13:41:10+00:00;,0;,0;,@REYSODANCE @Cultura_Ec @Cultura_Zonal7 @IFAICec;,#reysodance #artesvivas #loja #arte #cultura #tribaldancers #ritmos #pasion #baile #fiavl;,;,0.0;,0.0;,b'We wait for you in this event that opens the doors to the International Festival of Living Arts of Loja #reysodance #artesvivas #loja #art #culture #tribaldancers #ritmos #pasion #baile #fiavl @REYSODANCE @Cultura_Ec @ Cultura_Zonal7 @IFAICec'
1191859637949259776;,https://twitter.com/plustv25/status/1191859637949259776;,plustv25;,None;,2019-11-05 23:27:36+00:00;,0;,0;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo;,;,0.0;,0.0;,"b'Theater, dance, music. '"
1191829003214213122;,https://twitter.com/festivaloffloja/status/1191829003214213122;,festivaloffloja;,None;,2019-11-05 21:25:52+00:00;,1;,3;,;,#F #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# FactoryOff | '
1191769838085165058;,https://twitter.com/MinturZonal7/status/1191769838085165058;,MinturZonal7;,None;,2019-11-05 17:30:46+00:00;,3;,3;,@TurismoEc @prefecturaLoja @CapturLojaofic1 @CapturLojaofic1;,#Vilcabamba #FIAVL;,;,0.0;,0.0;,"b'The Coordination 7 of @TurismoEc, @prefecturaLoja, @ CapturLojaofic1 and GADP of #Vilcabamba, invite tour operators and media to participate in the FAM TRIP and FAM PRESS, \xe2\x80\x9cRoad to #FIAVL 2019\xe2\x80\x9d. '"
1191769612398080002;,https://twitter.com/festivaloffloja/status/1191769612398080002;,festivaloffloja;,None;,2019-11-05 17:29:52+00:00;,3;,4;,;,#Fiavl2019 #FestivalOffLoja #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1191733177523613697;,https://twitter.com/Christiansbone1/status/1191733177523613697;,Christiansbone1;,None;,2019-11-05 15:05:05+00:00;,0;,0;,;,#fiavl #LojaJazzFest2018 #trombone #dreams #latinmusic #tromboneplayer #trombonegirl #brass #batucadas;,;,0.0;,0.0;,"b'I think it is the first time that I have come up playing something, please be a hug, we are waiting for you in the #fiavl # LojaJazzFest2018 #trombone #dreams #latinmusic #tromboneplayer #trombonegirl #brass #batucadas in\xe2\x80\xa6 https://www.instagram.com/ '"
1191557399380930560;,https://twitter.com/buenascanas/status/1191557399380930560;,buenascanas;,None;,2019-11-05 03:26:36+00:00;,0;,1;,@festivaloffloja;,#EstosPantalonesNoSonMisPantalones #buenascanas #fiavl2019 #fiavl #loja #ecuador #teatro #festival #offloja2019 #offloja #clownthroughmask #clown #tpanmp #epnsmp;,;,0.0;,0.0;,b'Getting closer to @festivaloffloja! '
1190983543817670657;,https://twitter.com/d_cholakian/status/1190983543817670657;,d_cholakian;,Nodalcultura;,2019-11-03 13:26:18+00:00;,0;,1;,;,;,;,0.0;,0.0;,"b'On 11/15 the FIAVL begins in Loja, Ecuador, and I will be there to tell about Latin American and Ecuadorian performing arts in particular. '"
1190083665658818560;,https://twitter.com/plustv25/status/1190083665658818560;,plustv25;,None;,2019-11-01 01:50:31+00:00;,0;,0;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo;,;,0.0;,0.0;,"b'Theater, dance, music. '"
1190060871302746112;,https://twitter.com/DanCarlThomas1/status/1190060871302746112;,DanCarlThomas1;,None;,2019-11-01 00:19:56+00:00;,1;,1;,@InfoNodal;,#TarifazoMacri;,;,0.0;,0.0;,"b'Ecuador - Patricio Vallejo, director of the FIAVL: \xc2\xabWhat is being created in the regional scene is of impressive value\xc2\xbb https://www.nodal.am/2019/10/ecuador-patricio-vallejo-director-del-fiavl '"
1190031749637705728;,https://twitter.com/festivaloffloja/status/1190031749637705728;,festivaloffloja;,None;,2019-10-31 22:24:13+00:00;,1;,2;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1189951050587000832;,https://twitter.com/festivaloffloja/status/1189951050587000832;,festivaloffloja;,None;,2019-10-31 17:03:33+00:00;,2;,3;,;,#Fiavl2019 #Hape #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1189707740794544129;,https://twitter.com/ximealito/status/1189707740794544129;,ximealito;,None;,2019-10-31 00:56:43+00:00;,2;,2;,@MunicipioDeLoja;,#LOJA #FIAVL;,;,0.03333333333333333;,0.06666666666666667;,b'#LOJA | '
1189671725128192000;,https://twitter.com/plustv25/status/1189671725128192000;,plustv25;,None;,2019-10-30 22:33:36+00:00;,3;,2;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo #Loja #Catamayo;,;,0.0;,0.0;,b'The official presentation of souvenirs of the International Live Arts Festival Loja 2019 @festivaloffloja #Fiavl # OffLoja2019 #LojaParaElMundo. '
1189645487135219713;,https://twitter.com/plustv25/status/1189645487135219713;,plustv25;,None;,2019-10-30 20:49:21+00:00;,5;,4;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo;,;,0.0;,0.0;,"b'Theater, dance, music. '"
1189600443472719873;,https://twitter.com/FestivalDeLoja/status/1189600443472719873;,FestivalDeLoja;,None;,2019-10-30 17:50:22+00:00;,10;,12;,@VallejoPato @Nodalcultura;,#FestivalLojaM;,;,0.0;,0.0;,b'INTERVIEW | '
1189588123644317701;,https://twitter.com/festivaloffloja/status/1189588123644317701;,festivaloffloja;,None;,2019-10-30 17:01:24+00:00;,1;,1;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.03333333333333333;,0.06666666666666667;,b'# Fiavl2019 | '
1189290204106018818;,https://twitter.com/plustv25/status/1189290204106018818;,plustv25;,None;,2019-10-29 21:17:35+00:00;,3;,3;,@festivaloffloja;,#Fiavl #OffLoja2019 #LojaParaElMundo;,;,0.0;,0.0;,"b'Theater, dance, music. '"
1189188095947628546;,https://twitter.com/festivaloffloja/status/1189188095947628546;,festivaloffloja;,None;,2019-10-29 14:31:50+00:00;,4;,4;,;,#Fiavl #OffLoja2019 #LojaParaElMundo #LojanosIlustres;,;,0.0;,0.0;,b'Did you know? '
1188987595881091073;,https://twitter.com/marchelomendiet/status/1188987595881091073;,marchelomendiet;,None;,2019-10-29 01:15:07+00:00;,0;,0;,;,#theater #lojaprovince #lojacity #Ecuador #artist #artlovers #Art #marchelofoto #fiavl;,;,0.0;,0.0;,b'The magic of the theater. '
1188899069617463296;,https://twitter.com/festivaloffloja/status/1188899069617463296;,festivaloffloja;,None;,2019-10-28 19:23:21+00:00;,0;,1;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1188847593545240583;,https://twitter.com/festivaloffloja/status/1188847593545240583;,festivaloffloja;,None;,2019-10-28 15:58:48+00:00;,0;,3;,;,#Fiavl2019 #BuenasCanas #EstosPantalonesNoSonMisPantalones #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1188631388519452672;,https://twitter.com/marchelomendiet/status/1188631388519452672;,marchelomendiet;,None;,2019-10-28 01:39:41+00:00;,0;,1;,;,#theater #lojaprovince #Loja #lojacity #marchelofoto #lowlight #Photographer #photography #artlovers #artist #artistic #art #actor;,;,0.3333333333333333;,1.0;,b'Something of what was the closing of the FIAVL 2017. '
1188581214405435393;,https://twitter.com/MarceHolguinh/status/1188581214405435393;,MarceHolguinh;,FestivalDeLoja;,2019-10-27 22:20:18+00:00;,0;,2;,;,;,;,0.0;,0.0;,b'May art save us from life. '
1188259921545981952;,https://twitter.com/marchelomendiet/status/1188259921545981952;,marchelomendiet;,None;,2019-10-27 01:03:36+00:00;,0;,0;,;,#fiavl #loja #ecuador #Festival #loja #teatro #lojaprovince #lojacity #marchelofoto #lowlight;,;,0.0;,0.0;,"b""Part of what was the FIAVL of 2017. Today Theater: Function: Edmundo's hen. """
1188213190540382208;,https://twitter.com/MunicipioDeLoja/status/1188213190540382208;,MunicipioDeLoja;,None;,2019-10-26 21:57:55+00:00;,6;,9;,@BailonOficial @festivaloffloja @joseamusic;,#FIAVL #Piura #LojaParaTodos #LojaParaElMundo;,;,0.0;,0.0;,"b'Extensive agenda to promote the #FIAVL met the mayor @BailonOficial and the Director of the OFF component, in # Piura- Peru. '"
1188047148140650496;,https://twitter.com/ConectadosLoja/status/1188047148140650496;,ConectadosLoja;,None;,2019-10-26 10:58:07+00:00;,0;,0;,;,#Loja #F #Crisbaquerizo #OffLoja2019 #Fiavl #LojaParaElMundo #FestivalLojaMasTuyoQueNunca;,;,0.0;,0.0;,b'#Loja | '
1187937438724960257;,https://twitter.com/ConectadosLoja/status/1187937438724960257;,ConectadosLoja;,None;,2019-10-26 03:42:10+00:00;,2;,1;,@FestivalDeLoja;,#Loja #Espa #Colombia #Per #Corea #Uruguay #Suiza #M #Bolivia #Jap #FIAVL;,;,0.0;,0.0;,b'#Loja || '
1187919872975687680;,https://twitter.com/LojaTuristica/status/1187919872975687680;,LojaTuristica;,None;,2019-10-26 02:32:22+00:00;,0;,0;,@festivaloffloja;,#Fiavl2019 #RunaJazz #OffLoja2019 #Fiavl #LojaParaElMundo #Loja #Ecuador;,;,0.0;,0.0;,b'# Fiavl2019 | '
1187850114578206720;,https://twitter.com/festivaloffloja/status/1187850114578206720;,festivaloffloja;,None;,2019-10-25 21:55:11+00:00;,0;,1;,;,#Fiavl2019 #RunaJazz #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1187832753628340224;,https://twitter.com/Moises_Alcides/status/1187832753628340224;,Moises_Alcides;,None;,2019-10-25 20:46:11+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'From claim to action! '
1187777487524302848;,https://twitter.com/festivaloffloja/status/1187777487524302848;,festivaloffloja;,None;,2019-10-25 17:06:35+00:00;,1;,5;,;,#F #Crisbaquerizo #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# FactoryOff | '
1187471545913901062;,https://twitter.com/FestivalDeLoja/status/1187471545913901062;,FestivalDeLoja;,None;,2019-10-24 20:50:53+00:00;,14;,17;,@CronicaLoja;,#FestivalLojaM;,;,0.1;,0.1;,b'| '
1187399700296548355;,https://twitter.com/calu/status/1187399700296548355;,calu;,None;,2019-10-24 16:05:24+00:00;,1;,1;,;,#FIAVL;,;,0.0;,0.0;,b'4th. '
1187398422632058880;,https://twitter.com/RepublicaSur/status/1187398422632058880;,RepublicaSur;,None;,2019-10-24 16:00:19+00:00;,0;,0;,;,#ComponenteOFF #FIAVL;,;,0.0;,0.0;,"b'The #ComponenteOFF programming is ready and contains 285 artistic shows, of which more than half are from Ecuadorian casts. '"
1187373849400217601;,https://twitter.com/lodelmomentoloj/status/1187373849400217601;,lodelmomentoloj;,None;,2019-10-24 14:22:40+00:00;,6;,4;,;,#Loja #LDMnoticias #lodelmomentolojaLDM;,;,0.1;,0.1;,b'#Loja | '
1187181938584543232;,https://twitter.com/MunicipioDeLoja/status/1187181938584543232;,MunicipioDeLoja;,None;,2019-10-24 01:40:05+00:00;,13;,22;,;,#ComponenteOFF #FIAVL #LojaParaElMundo;,;,0.0;,0.0;,"b'More than 152 casts and 285 shows between performing arts, music, dance, visual and visual arts, are part of the #ComponenteOFF programming, # FIAVL- 2019. Newsletter: https://bit.ly/2PcjS47 Programming: https: '"
1187145896875704320;,https://twitter.com/lodelmomentoloj/status/1187145896875704320;,lodelmomentoloj;,None;,2019-10-23 23:16:52+00:00;,4;,3;,;,#Loja #LDMnoticias;,;,0.0;,0.0;,b'#Loja | '
1186848807729946624;,https://twitter.com/ernesto_alvear/status/1186848807729946624;,ernesto_alvear;,None;,2019-10-23 03:36:21+00:00;,2;,11;,;,;,;,0.0;,0.0;,b'The biggest artistic event of Ecuador in Loja. '
1186783281435611136;,https://twitter.com/MunicipioDeLoja/status/1186783281435611136;,MunicipioDeLoja;,None;,2019-10-22 23:15:58+00:00;,0;,2;,;,#Loja #Turismo #FIAVL;,;,0.0;,0.0;,"b'In order to expose the cultural, heritage and tourist potential of the 13 rural parishes of the #Loja canton, through the Municipal Unit of #Turismo, a gallery will be held, from November 19 to 21, in the framework of #FIAVL '"
1186774950738386952;,https://twitter.com/festivaloffloja/status/1186774950738386952;,festivaloffloja;,None;,2019-10-22 22:42:52+00:00;,3;,5;,@sergiomaggiolo;,#F #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# FactoryOff | '
1186761543918243841;,https://twitter.com/MunicipioDeLoja/status/1186761543918243841;,MunicipioDeLoja;,None;,2019-10-22 21:49:35+00:00;,6;,8;,@festivaloffloja;,#OFF2019 #FIAVL #LojaParaElMundo;,;,0.0;,0.0;,"b'Official presentation of the programming sheet of # OFF2019 Wednesday, October 23, 2019 17h00 Culture Square @festivaloffloja #FIAVL #LojaParaElMundo'"
1186668290770386945;,https://twitter.com/CronicaLoja/status/1186668290770386945;,CronicaLoja;,None;,2019-10-22 15:39:02+00:00;,1;,1;,;,#Fiavl #MasTuyoQueNunca #TeatroBenjam;,;,0.0;,0.0;,b'27 casts from 12 countries will participate in the IV #Fiavl #MasTuyoQueNunca. '
1186432640209084417;,https://twitter.com/MunicipioDeLoja/status/1186432640209084417;,MunicipioDeLoja;,None;,2019-10-22 00:02:38+00:00;,4;,8;,;,#FIAVL;,;,0.0;,0.0;,"b'Patricio Vallejo, artistic director of the IN Festival, highlights that the IV edition of #FIAVL will have diverse shows for all audiences. '"
1186429894844145664;,https://twitter.com/MunicipioDeLoja/status/1186429894844145664;,MunicipioDeLoja;,None;,2019-10-21 23:51:44+00:00;,3;,5;,@BailonOficial;,#FIAVL;,;,0.05;,0.05;,b'@BailonOficial Loja opens its doors to live the largest cultural event in the country and Latin America. '
1186427878336012288;,https://twitter.com/FestivalDeLoja/status/1186427878336012288;,FestivalDeLoja;,None;,2019-10-21 23:43:43+00:00;,15;,12;,@VallejoPato;,#ElFestivalLojaM;,;,0.0;,0.0;,b'Patricio Vallejo Aristiz\xc3\xa1bal @VallejoPato artistic director of the FIAVL 2019 talks about the large number of stages and artists that will be presented at the festival that will run from November 15 to 24 in Loja. '
1186385950798237697;,https://twitter.com/festivaloffloja/status/1186385950798237697;,festivaloffloja;,None;,2019-10-21 20:57:07+00:00;,17;,24;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1186354576842285057;,https://twitter.com/festivaloffloja/status/1186354576842285057;,festivaloffloja;,None;,2019-10-21 18:52:27+00:00;,4;,6;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1186317231858372608;,https://twitter.com/lodelmomentoloj/status/1186317231858372608;,lodelmomentoloj;,None;,2019-10-21 16:24:03+00:00;,1;,2;,;,#Loja #LDMnoticias;,;,0.0;,0.0;,b'#Loja | '
1186273518993981443;,https://twitter.com/MinturZonal7/status/1186273518993981443;,MinturZonal7;,None;,2019-10-21 13:30:21+00:00;,0;,4;,;,#M;,;,0.0;,0.0;,b'We invite you today to know all the news that this love for art brings in November ... The FIAVL 2019. # M\xc3\xa1sTuyoQueNunca The entrance is totally free.'
1185230724892430336;,https://twitter.com/festivaloffloja/status/1185230724892430336;,festivaloffloja;,None;,2019-10-18 16:26:39+00:00;,2;,4;,;,#Fiavl #OffLoja2019 #LojaParaElMundo #LojanosIlustres;,;,0.0;,0.0;,b'Did you know? '
1184979673215852545;,https://twitter.com/GlobalCampUTPL/status/1184979673215852545;,GlobalCampUTPL;,None;,2019-10-17 23:49:04+00:00;,3;,11;,@uladech;,#FeriaDeMovilidadUTPL2019 #FIAVL #offloja2019 #MovilidadUTPL;,;,0.0;,0.0;,b'Emely Rosales student exchange student of the Accounting Degree of the @uladech is the winner of surprises in the # FeriaDeMovilidadUTPL2019 Thanks also to #FIAVL # offloja2019 for the support during this day of #MovilidadUTPL'
1184978409241415682;,https://twitter.com/MunicipioDeLoja/status/1184978409241415682;,MunicipioDeLoja;,None;,2019-10-17 23:44:03+00:00;,7;,12;,;,#FIAVL #LojaParaTodos;,;,0.0;,0.0;,"b'Presentation of the IV International Festival of Live Arts Monday, October 21, 2019 18h00 Benjam\xc3\xadn Carri\xc3\xb3n Theater The #FIAVL more yours than ever Together we build a #LojaParaTodos'"
1184866691228065792;,https://twitter.com/bfbustamante/status/1184866691228065792;,bfbustamante;,None;,2019-10-17 16:20:07+00:00;,0;,2;,;,#FIAVL #offLoja2019 #FeriaDeMovilidadUTPL2019;,;,0.0;,0.0;,b'#FIAVL # offLoja2019 # FeriaDeMovilidadUTPL2019'
1184854703676542982;,https://twitter.com/GlobalCampUTPL/status/1184854703676542982;,GlobalCampUTPL;,None;,2019-10-17 15:32:29+00:00;,6;,19;,;,#FeriaDeMovilidadUTPL2019 #FIAVL #offloja2019;,;,0.0;,0.0;,b'We start our fair Do not forget to share your photos with the hashtag # FeriaDeMovilidadUTPL2019 #FIAVL # offloja2019'
1184850208468934658;,https://twitter.com/elvis_amcXD/status/1184850208468934658;,elvis_amcXD;,None;,2019-10-17 15:14:37+00:00;,0;,0;,;,#FeriaDeMovilidad #UTPL2019 #Fiavl #offloja #UTPLGLOBALCAMPUS;,;,0.0;,0.0;,b'#MobilityFactory # UTPL2019 #Fiavl #offloja #UTPLGLOBALCAMPUS'
1184130726905683968;,https://twitter.com/festivaloffloja/status/1184130726905683968;,festivaloffloja;,None;,2019-10-15 15:35:40+00:00;,0;,0;,@SuperLaserfm;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1183845332586844161;,https://twitter.com/festivaloffloja/status/1183845332586844161;,festivaloffloja;,None;,2019-10-14 20:41:36+00:00;,2;,5;,@RadioPlanetSur;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1183793453588725762;,https://twitter.com/Cultura_Ec/status/1183793453588725762;,Cultura_Ec;,None;,2019-10-14 17:15:27+00:00;,2;,5;,@CronicaLoja;,;,;,0.0;,0.0;,b'NEWS | '
1182288882991280129;,https://twitter.com/festivaloffloja/status/1182288882991280129;,festivaloffloja;,None;,2019-10-10 13:36:50+00:00;,0;,2;,@sur_loja;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1181950772172509184;,https://twitter.com/festivaloffloja/status/1181950772172509184;,festivaloffloja;,None;,2019-10-09 15:13:18+00:00;,0;,1;,@KocodriloRadio;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1181227409900789760;,https://twitter.com/festivaloffloja/status/1181227409900789760;,festivaloffloja;,None;,2019-10-07 15:18:55+00:00;,0;,0;,@LaHechiceraFM;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1180136145985908736;,https://twitter.com/festivaloffloja/status/1180136145985908736;,festivaloffloja;,None;,2019-10-04 15:02:37+00:00;,2;,6;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1179784414630486017;,https://twitter.com/FestivalDeLoja/status/1179784414630486017;,FestivalDeLoja;,None;,2019-10-03 15:44:58+00:00;,3;,6;,;,#ElFIAVLM;,;,0.0;,0.0;,b'NEWS | '
1179457443903860736;,https://twitter.com/nopiedra/status/1179457443903860736;,nopiedra;,None;,2019-10-02 18:05:42+00:00;,0;,1;,;,#FIAVL2019 #FIAVL;,;,0.0;,0.0;,b'Collaborative Creation of a Data Model on the Live Arts Festival of Loja with students from utpl # FIAVL2019 #FIAVL https://www.instagram.com/p/B3IAQKNgrX5/?igshid=1w15wf5809ajs'
1178810677101842433;,https://twitter.com/festivaloffloja/status/1178810677101842433;,festivaloffloja;,None;,2019-09-30 23:15:41+00:00;,2;,3;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,"b""# Fiavl2019 DON'T FORGET !!! """
1178467991731806214;,https://twitter.com/FestivalDeLoja/status/1178467991731806214;,FestivalDeLoja;,None;,2019-09-30 00:33:58+00:00;,6;,8;,@Cultura_Ec;,#ElFIAVLM;,;,0.0;,0.0;,"b'Learn more about the concept of the 4th edition of the FIAVL in the voice of the Artistic Director of the Festival, Patricio Vallejo Aristiz\xc3\xa1bal. '"
1178117365986480128;,https://twitter.com/festivaloffloja/status/1178117365986480128;,festivaloffloja;,None;,2019-09-29 01:20:43+00:00;,0;,1;,;,#Fiavl #OffLoja2019 #LojaParaElMundo #LojanosIlustres;,;,0.0;,0.0;,b'Did you know? '
1174728134320697344;,https://twitter.com/SalaDePrensaEc/status/1174728134320697344;,SalaDePrensaEc;,None;,2019-09-19 16:53:07+00:00;,0;,0;,;,;,;,0.0;,0.0;,"b'This edition of the FIAVL was punctuated by a scandal in August, when the falsification of documents of the person who had won the contest was reported. '"
1174727374996484096;,https://twitter.com/Primicias/status/1174727374996484096;,Primicias;,None;,2019-09-19 16:50:06+00:00;,0;,2;,;,;,;,0.0;,0.0;,"b'This edition of the FIAVL was punctuated by a scandal in August, when the falsification of documents of the person who had won the contest was reported. '"
1174690740523470848;,https://twitter.com/festivaloffloja/status/1174690740523470848;,festivaloffloja;,None;,2019-09-19 14:24:31+00:00;,0;,1;,;,#Fiavl2019 #OffLoja2019 #Fiavl #LojaParaElMundo;,;,0.0;,0.0;,b'# Fiavl2019 | '
1174503374596632577;,https://twitter.com/lahoraecuador/status/1174503374596632577;,lahoraecuador;,None;,2019-09-19 02:00:00+00:00;,0;,1;,;,#Loja #Fiavl;,;,0.0;,0.0;,b'Application is open for national artists who wish to be part of the International Live Arts Festival #Loja 2019 #Fiavl. '
1174423024843595776;,https://twitter.com/jorgepaguay/status/1174423024843595776;,jorgepaguay;,None;,2019-09-18 20:40:43+00:00;,0;,0;,;,#ActualidadTuristica #Notitur #turismo;,;,0.0;,0.0;,b'#Turistica News | '
1174416007504564225;,https://twitter.com/Cultura_Ec/status/1174416007504564225;,Cultura_Ec;,None;,2019-09-18 20:12:50+00:00;,6;,17;,@lahoraecuador;,;,;,0.0;,0.0;,b'NEWS | '
1174343365703413761;,https://twitter.com/radioboqueron/status/1174343365703413761;,radioboqueron;,None;,2019-09-18 15:24:11+00:00;,0;,0;,;,;,;,0.0;,0.0;,b'Application is open for national artists who wish to be part of Fiavl Details here https://radioboqueronfm.com/2019/09/18/se-abre-postulacion-para-los-artistas-nacionales-que-deseen-ser-parte '
1173937603911061505;,https://twitter.com/anapauno/status/1173937603911061505;,anapauno;,None;,2019-09-17 12:31:50+00:00;,0;,2;,;,;,;,0.0;,0.0;,b'INVITATION | '
1173933568294363137;,https://twitter.com/Cultura_Zonal7/status/1173933568294363137;,Cultura_Zonal7;,None;,2019-09-17 12:15:47+00:00;,0;,1;,@TeatroBenjaminC;,;,;,0.0;,0.0;,"b'Ministry of Culture and Heritage and Theater Benjam\xc3\xadn Carri\xc3\xb3n Mora de Loja, invite to the press conference of the IV Edition FIAVL 2019. Tuesday, September 17, 2019, 10:30 am Main stage of @TeatroBenjaminC'"
